VARIABLES = x nde ndi rho phi ef
ZONE I=101 T=ZONE_000000
0 1.0002e+16 1.0002e+16 -8.60162e-10 0 -0.0312184
0.0001 1e+16 1e+16 -8.60162e-10 3.12184e-06 -0.0360758
0.0002 1e+16 1e+16 -6.8813e-10 7.21516e-06 -0.0448191
0.0003 1e+16 9.99999e+15 -6.8813e-10 1.20857e-05 -0.0525909
0.0004 9.99999e+15 1e+16 2.06439e-09 1.77333e-05 -0.0448192
0.0005 1e+16 9.99999e+15 -2.06439e-09 2.10495e-05 -0.0448192
0.0006 1e+16 1e+16 1.72032e-10 2.66972e-05 -0.0555054
0.0007 1e+16 1e+16 1.03219e-09 3.21506e-05 -0.0487052
0.0008 1e+16 9.99999e+15 -1.89236e-09 3.64382e-05 -0.0535626
0.0009 9.99999e+15 1e+16 1.72032e-09 4.28631e-05 -0.0545341
0.001 1e+16 1e+16 -6.8813e-10 4.7345e-05 -0.0487053
0.0011 9.99999e+15 1e+16 1.54829e-09 5.26042e-05 -0.043848
0.0012 1e+16 1e+16 -5.16097e-10 5.61146e-05 -0.0380192
0.0013 1e+16 1e+16 -3.44065e-10 6.0208e-05 -0.0428766
0.0014 1e+16 1e+16 -1.72032e-10 6.469e-05 -0.0457911
0.0015 1e+16 1e+16 -3.44065e-10 6.93662e-05 -0.0487056
0.0016 9.99999e+15 1e+16 8.60162e-10 7.44311e-05 -0.0457913
0.0017 1e+16 1e+16 6.08654e-20 7.85245e-05 -0.040934
0.0018 1e+16 1e+16 -9.29059e-20 8.26179e-05 -0.0409341
0.0019 1e+16 1e+16 3.44065e-10 8.67113e-05 -0.0389912
0.002 9.99999e+15 1e+16 1.54829e-09 9.04161e-05 -0.0283051
0.0021 1e+16 1e+16 -5.16097e-10 9.23723e-05 -0.0224763
0.0022 1e+16 1e+16 -1.03219e-09 9.49114e-05 -0.0312197
0.0023 9.99999e+15 1e+16 1.54829e-09 9.86163e-05 -0.0283054
0.0024 9.99999e+15 1e+16 1.54829e-09 0.000100572 -0.010819
0.0025 1e+16 9.99999e+15 -1.20423e-09 0.00010078 -0.00887612
0.0026 1e+16 1e+16 1.72032e-10 0.000102348 -0.0147051
0.0027 1e+16 1e+16 7.66327e-20 0.000103721 -0.0137337
0.0028 1e+16 1e+16 1.03219e-09 0.000105094 -0.00790499
0.0029 1e+16 9.99999e+15 -1.03219e-09 0.000105302 -0.00790511
0.003 1e+16 1e+16 -3.44065e-10 0.000106675 -0.015677
0.0031 1e+16 1e+16 -1.72032e-10 0.000108437 -0.0185916
0.0032 1e+16 1e+16 1.20423e-09 0.000110394 -0.0127629
0.0033 9.99999e+15 9.99999e+15 -1.03219e-09 0.00011099 -0.0117915
0.0034 1e+16 1e+16 2.92455e-09 0.000112752 -0.00110542
0.0035 1e+16 1e+16 4.50981e-20 0.000111211 0.0154095
0.0036 1e+16 9.99999e+15 -1.54829e-09 0.00010967 0.00666611
0.0037 1e+16 1e+16 -3.44065e-10 0.000109878 -0.00402024
0.0038 1e+16 1e+16 1.37626e-09 0.000110474 0.00180847
0.0039 1e+16 1e+16 3.44065e-10 0.000109516 0.0115231
0.004 1e+16 1e+16 1.72032e-10 0.00010817 0.0144374
0.0041 1e+16 1e+16 1.72032e-10 0.000106629 0.0163802
0.0042 1e+16 1e+16 4.50981e-20 0.000104894 0.0173515
0.0043 1e+16 1e+16 1.08167e-19 0.000103158 0.0173514
0.0044 1e+16 9.99999e+15 -1.03219e-09 0.000101423 0.0115224
0.0045 1e+16 1e+16 -8.60162e-10 0.000100854 0.000836013
0.0046 1e+16 1e+16 3.44065e-10 0.000101256 -0.00207855
0.0047 1e+16 1e+16 -3.44065e-10 0.00010127 -0.0020787
0.0048 1e+16 1e+16 -2.98368e-20 0.000101672 -0.00402179
0.0049 9.99999e+15 1e+16 1.37626e-09 0.000102074 0.00374987
0.005 9.99999e+15 9.99999e+15 5.16097e-10 0.000100922 0.0144359
0.0051 1e+16 1e+16 -3.44065e-10 9.91869e-05 0.0154073
0.0052 1e+16 1e+16 -3.44065e-10 9.78404e-05 0.0115212
0.0053 1e+16 1e+16 -3.44065e-10 9.68826e-05 0.0076352
0.0054 1e+16 1e+16 5.16097e-10 9.63134e-05 0.00860654
0.0055 1e+16 9.99999e+15 -5.16097e-10 9.51613e-05 0.0086064
